FE,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2.3,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.7,1.3,1.8,1.4,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.4,1.8,1.8,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2.0,1.4,1.8,1.8,1.8,1.8,1.8,1.8,1.4,2.1,1.8,1.8,2.0,1.8,1.8,1.9,1.8,1.8,1.3,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
BAD,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
BE,19.6,19.5,19.5,19.5,19.8,19.5,19.5,19.5,19.0,19.5,20.3,19.5,19.5,19.5,19.5,19.5,19.5,19.6,19.5,19.5,19.5,19.5,19.5,19.5,19.6,19.5,19.5,19.8,19.5,21.9,26.3,19.5,22.3,19.5,19.5,19.6,19.5,19.5,20.2,19.5,19.5,19.5,19.5,19.6,19.5,19.5,19.5,19.5,20.0,20.3,19.5,19.5,19.5,19.5,19.5,19.7,19.6,19.5,20.3,19.5,22.3,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.4,21.6,19.5,19.5,19.5,19.5,19.5,19.5,22.4,22.0,19.9,19.5,19.4,19.5,19.6,19.4,19.5,19.5,22.3,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5
RET,77.6,77.8,77.8,77.8,77.5,77.8,77.8,77.8,77.7,77.8,77.1,77.8,77.8,77.8,77.8,77.8,77.8,77.8,77.8,77.8,77.8,77.8,77.8,77.8,77.7,77.8,77.8,77.4,77.8,75.5,71.7,77.8,75.4,77.8,77.7,77.7,77.8,77.8,77.1,77.8,77.8,77.7,77.8,77.8,77.8,77.8,77.7,77.8,77.3,77.1,77.8,77.8,77.8,77.8,77.8,77.6,77.7,77.8,77.1,77.8,75.4,77.8,77.8,77.8,77.8,77.7,77.8,77.8,77.8,77.8,77.8,77.8,77.8,77.8,76.1,77.8,77.8,77.8,77.7,77.8,77.8,75.4,74.7,77.3,77.8,77.8,77.8,77.7,77.7,77.8,77.8,75.6,77.8,77.8,77.8,77.8,77.8,77.8,77.7,77.8
MUX,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
