Iteration,Wall-Clock Time (ms)
0,2.78
1,2.08
2,2.12
3,2.06
4,2.03
5,2.04
6,1.99
7,1.99
8,1.98
9,2.08
10,2.01
11,2.03
12,2.01
13,2.00
14,2.00
15,2.02
16,2.05
17,2.00
18,1.99
19,2.00
20,2.00
21,2.00
22,1.99
23,2.03
24,1.99
25,2.01
26,1.99
27,1.99
28,1.99
29,2.00
30,2.07
31,2.00
32,1.98
33,1.99
34,2.02
35,2.02
36,2.00
37,2.06
38,2.00
39,1.99
40,2.02
41,1.98
42,2.01
43,2.00
44,2.07
45,2.00
46,2.01
47,2.01
48,2.00
49,2.02
