0,12.10
1,11.12
2,10.39
3,9.81
4,9.34
5,8.69
6,8.37
7,7.93
8,7.54
9,7.17
10,6.85
11,6.60
12,6.52
13,6.51
14,6.54
15,6.51
16,6.52
17,6.51
18,6.50
19,6.50
