0,8435.24
1,8416.48
2,8434.71
3,8432.06
4,8418.05
5,8430.19
6,8408.84
7,8412.48
8,8406.54
9,8405.11
10,8410.03
11,8419.33
12,8424.66
13,8412.31
14,8409.56
15,8429.58
16,8417.90
17,8402.15
18,8403.76
19,8410.31
