Iteration,Wall-Clock Time (ms)
0,2.32
1,1.68
2,1.62
3,1.63
4,1.65
5,1.64
6,1.60
7,1.64
8,1.64
9,1.60
10,1.67
11,1.67
12,1.67
13,1.63
14,1.61
15,1.61
16,1.60
17,1.58
18,1.66
19,1.69
20,1.64
21,1.64
22,1.67
23,1.60
24,1.61
25,1.65
26,1.57
27,1.60
28,1.58
29,1.64
30,1.56
31,1.64
32,1.54
33,1.59
34,1.52
35,1.53
36,1.52
37,1.53
38,1.51
39,1.54
40,1.47
41,1.58
42,1.52
43,1.50
44,1.49
45,1.46
46,1.48
47,1.48
48,1.50
49,1.46
