0,8399.51
1,8386.33
2,8387.23
3,8387.17
4,8387.59
5,8387.32
6,8387.16
7,8387.63
8,8387.57
9,8387.55
10,8387.94
11,8389.56
12,8388.12
13,8388.37
14,8388.34
15,8388.20
16,8388.37
17,8388.15
18,8389.62
19,8388.41
