FE,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
BAD,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
BE,31.7,31.7,31.7,31.6,31.7,31.7,31.6,31.7,31.7,31.7
RET,66.9,67.0,66.9,67.0,67.0,67.0,67.0,67.0,67.0,67.0
MUX,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
