FE,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
BAD,1.1,1.1,1.1,0.9,1.1,1.1,1.1,1.1,1.1,1.1
BE,32.5,32.5,32.5,39.0,32.5,32.5,32.5,32.5,32.5,32.5
RET,66.2,66.1,66.2,59.9,66.2,66.2,66.2,66.2,66.2,66.2
MUX,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
