FE,3.4,3.3,3.4,3.4,3.3,3.3,3.4,3.4,3.4,3.4
BAD,1.8,1.7,1.7,1.8,1.7,1.8,1.8,1.8,1.8,1.8
BE,4.6,4.6,4.4,4.5,4.4,4.6,4.5,4.5,4.4,4.4
RET,90.2,90.4,90.6,90.3,90.6,90.3,90.4,90.3,90.5,90.5
MUX,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
