Iteration,Wall-Clock Time (ms)
0,19.56
1,18.79
2,18.99
3,18.42
4,17.99
5,17.98
6,16.72
7,16.70
8,16.75
9,16.09
10,15.65
11,15.60
12,15.08
13,14.82
14,14.71
15,14.09
16,13.89
17,13.79
18,13.75
19,13.12
20,13.08
21,13.06
22,12.44
23,12.53
24,12.28
25,12.27
26,11.77
27,11.77
28,11.66
29,11.78
30,11.37
31,11.13
32,11.17
33,11.05
34,11.06
35,10.72
36,10.75
37,10.69
38,10.72
39,10.81
40,10.71
41,10.68
42,10.69
43,10.70
44,10.69
45,10.73
46,10.80
47,10.73
48,10.68
49,10.76
