Iteration,Wall-Clock Time (ms)
0,3.14
1,2.26
2,2.10
3,2.10
4,2.13
5,2.17
6,2.16
7,2.09
8,2.12
9,2.04
10,2.15
11,2.09
12,2.11
13,2.15
14,2.11
15,2.12
16,2.09
17,2.09
18,2.12
19,2.11
20,2.06
21,2.15
22,2.06
23,2.09
24,2.06
25,2.05
26,2.09
27,2.09
28,2.14
29,2.05
30,2.07
31,2.10
32,2.05
33,2.08
34,2.06
35,2.13
36,2.06
37,2.09
38,2.14
39,2.10
40,2.10
41,2.12
42,2.20
43,2.12
44,2.11
45,2.06
46,2.09
47,2.14
48,2.14
49,2.13
