Iteration,Wall-Clock Time (ms)
0,20.00
1,19.42
2,18.75
3,17.90
4,17.46
5,16.67
6,16.35
7,15.61
8,15.32
9,14.56
10,14.46
11,14.13
12,13.72
13,13.40
14,13.17
15,12.89
16,12.60
17,12.26
18,12.12
19,11.84
20,11.63
21,11.50
22,11.19
23,11.13
24,11.04
25,10.65
26,10.57
27,10.56
28,10.60
29,10.60
30,10.59
31,10.53
32,10.61
33,10.60
34,10.57
35,10.53
36,10.57
37,10.65
38,10.51
39,10.58
40,10.58
41,10.53
42,10.57
43,10.57
44,10.52
45,10.55
46,10.57
47,10.52
48,10.56
49,10.55
