Iteration,Wall-Clock Time (ms)
0,19.29
1,18.38
2,18.36
3,18.33
4,17.83
5,17.82
6,17.61
7,17.30
8,17.34
9,17.19
10,16.68
11,16.31
12,15.99
13,16.02
14,15.67
15,15.08
16,15.29
17,14.94
18,14.73
19,14.28
20,14.36
21,14.16
22,14.17
23,13.55
24,13.53
25,13.42
26,13.27
27,13.10
28,12.99
29,12.83
30,12.75
31,12.46
32,12.42
33,12.15
34,12.26
35,12.00
36,11.94
37,11.79
38,11.67
39,11.71
40,11.50
41,11.67
42,11.36
43,11.25
44,11.22
45,10.93
46,11.02
47,10.88
48,10.89
49,10.85
